id,drive_id,student_id,is_eligible,reason,status
246,1,246,False,CGPA 6.17 below cutoff 7.01,Excluded
247,1,247,True,Meets all eligibility criteria,Eligible
248,1,248,False,Branch CIVIL not in allowed list,Excluded
249,1,249,False,Branch CIVIL not in allowed list,Excluded
250,1,250,True,Meets all eligibility criteria,Eligible
251,1,251,False,CGPA 5.93 below cutoff 7.01; Branch CIVIL not in allowed list,Excluded
252,1,252,False,CGPA 6.19 below cutoff 7.01; 2 backlogs exceeds max 1,Excluded
253,1,253,False,CGPA 5.92 below cutoff 7.01; Branch CIVIL not in allowed list,Excluded
254,1,254,True,Meets all eligibility criteria,Eligible
255,1,255,False,CGPA 6.05 below cutoff 7.01; Branch CIVIL not in allowed list,Excluded
256,1,256,False,3 backlogs exceeds max 1,Excluded
257,1,257,False,Branch CIVIL not in allowed list,Excluded
258,1,258,False,CGPA 5.99 below cutoff 7.01; Branch ECE not in allowed list,Excluded
259,1,259,True,Meets all eligibility criteria,Eligible
260,1,260,False,Branch CIVIL not in allowed list,Excluded
261,1,261,False,CGPA 6.31 below cutoff 7.01; Branch ECE not in allowed list,Excluded
262,1,262,False,CGPA 6.32 below cutoff 7.01; Branch CIVIL not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
263,1,263,False,3 backlogs exceeds max 1,Excluded
264,1,264,True,Meets all eligibility criteria,Eligible
265,1,265,False,CGPA 6.96 below cutoff 7.01; 2 backlogs exceeds max 1,Excluded
266,1,266,False,CGPA 6.2 below cutoff 7.01; Has a prior offer; drive excludes already-placed students,Excluded
267,1,267,True,Meets all eligibility criteria,Eligible
268,1,268,False,CGPA 6.47 below cutoff 7.01; Branch ECE not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
269,1,269,True,Meets all eligibility criteria,Eligible
270,1,270,False,CGPA 6.49 below cutoff 7.01; 3 backlogs exceeds max 1,Excluded
271,1,271,False,Branch ECE not in allowed list,Excluded
272,1,272,False,CGPA 5.53 below cutoff 7.01,Excluded
273,1,273,False,Branch CIVIL not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
274,1,274,True,Meets all eligibility criteria,Eligible
275,1,275,True,Meets all eligibility criteria,Eligible
276,1,276,True,Meets all eligibility criteria,Eligible
277,1,277,False,Branch CIVIL not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
278,1,278,True,Meets all eligibility criteria,Eligible
279,1,279,False,Branch ECE not in allowed list,Excluded
280,1,280,False,CGPA 6.26 below cutoff 7.01,Excluded
281,1,281,False,Branch CIVIL not in allowed list,Excluded
282,1,282,False,CGPA 6.56 below cutoff 7.01,Excluded
283,1,283,True,Meets all eligibility criteria,Eligible
284,1,284,True,Meets all eligibility criteria,Eligible
285,1,285,True,Meets all eligibility criteria,Eligible
286,1,286,True,Meets all eligibility criteria,Eligible
287,1,287,False,CGPA 6.86 below cutoff 7.01,Excluded
288,1,288,False,CGPA 6.9 below cutoff 7.01,Excluded
289,1,289,False,CGPA 5.85 below cutoff 7.01,Excluded
290,1,290,False,Branch CIVIL not in allowed list,Excluded
291,1,291,False,Branch ECE not in allowed list,Excluded
292,1,292,False,CGPA 6.18 below cutoff 7.01,Excluded
293,1,293,False,CGPA 5.88 below cutoff 7.01,Excluded
294,1,294,True,Meets all eligibility criteria,Eligible
295,1,295,False,Branch ECE not in allowed list,Excluded
296,1,296,False,Has a prior offer; drive excludes already-placed students,Excluded
297,1,297,False,Branch CIVIL not in allowed list,Excluded
298,1,298,True,Meets all eligibility criteria,Eligible
299,1,299,False,Branch CIVIL not in allowed list,Excluded
300,1,300,False,CGPA 6.08 below cutoff 7.01,Excluded
301,1,301,True,Meets all eligibility criteria,Eligible
302,1,302,False,3 backlogs exceeds max 1,Excluded
303,1,303,False,Branch ECE not in allowed list,Excluded
304,1,304,False,CGPA 6.46 below cutoff 7.01; 2 backlogs exceeds max 1,Excluded
305,1,305,False,CGPA 6.12 below cutoff 7.01,Excluded
306,1,306,False,2 backlogs exceeds max 1,Excluded
307,1,307,True,Meets all eligibility criteria,Eligible
308,1,308,True,Meets all eligibility criteria,Eligible
309,1,309,True,Meets all eligibility criteria,Eligible
310,1,310,True,Meets all eligibility criteria,Eligible
311,1,311,True,Meets all eligibility criteria,Eligible
312,1,312,False,Branch ECE not in allowed list,Excluded
313,1,313,True,Meets all eligibility criteria,Eligible
314,1,314,False,CGPA 6.63 below cutoff 7.01; Branch ECE not in allowed list,Excluded
315,1,315,False,Has a prior offer; drive excludes already-placed students,Excluded
316,1,316,False,CGPA 6.22 below cutoff 7.01,Excluded
317,1,317,False,CGPA 5.91 below cutoff 7.01; 2 backlogs exceeds max 1,Excluded
318,1,318,False,Branch ECE not in allowed list,Excluded
319,1,319,False,CGPA 5.87 below cutoff 7.01; Branch ECE not in allowed list,Excluded
320,1,320,True,Meets all eligibility criteria,Eligible
321,1,321,True,Meets all eligibility criteria,Eligible
322,1,322,False,2 backlogs exceeds max 1,Excluded
323,1,323,False,CGPA 6.17 below cutoff 7.01; 2 backlogs exceeds max 1,Excluded
324,1,324,True,Meets all eligibility criteria,Eligible
325,1,325,True,Meets all eligibility criteria,Eligible
326,1,326,False,Branch CIVIL not in allowed list,Excluded
327,1,327,True,Meets all eligibility criteria,Eligible
328,1,328,False,Branch CIVIL not in allowed list,Excluded
329,1,329,False,2 backlogs exceeds max 1,Excluded
330,1,330,True,Meets all eligibility criteria,Eligible
331,1,331,True,Meets all eligibility criteria,Eligible
332,1,332,False,Branch CIVIL not in allowed list,Excluded
333,1,333,True,Meets all eligibility criteria,Eligible
334,1,334,False,Branch CIVIL not in allowed list,Excluded
335,1,335,True,Meets all eligibility criteria,Eligible
336,1,336,True,Meets all eligibility criteria,Eligible
337,1,337,False,Branch ECE not in allowed list,Excluded
338,1,338,True,Meets all eligibility criteria,Eligible
339,1,339,False,Branch CIVIL not in allowed list,Excluded
340,1,340,True,Meets all eligibility criteria,Eligible
341,1,341,True,Meets all eligibility criteria,Eligible
342,1,342,False,Branch ECE not in allowed list,Excluded
343,1,343,False,CGPA 5.86 below cutoff 7.01,Excluded
344,1,344,False,CGPA 5.96 below cutoff 7.01; Branch ECE not in allowed list,Excluded
345,1,345,True,Meets all eligibility criteria,Eligible
346,1,346,False,2 backlogs exceeds max 1,Excluded
347,1,347,False,2 backlogs exceeds max 1,Excluded
348,1,348,False,Branch CIVIL not in allowed list,Excluded
349,1,349,False,CGPA 6.14 below cutoff 7.01,Excluded
350,1,350,False,CGPA 6.56 below cutoff 7.01; Branch ECE not in allowed list,Excluded
351,1,351,False,CGPA 5.65 below cutoff 7.01,Excluded
352,1,352,True,Meets all eligibility criteria,Eligible
353,1,353,True,Meets all eligibility criteria,Eligible
354,1,354,True,Meets all eligibility criteria,Eligible
355,1,355,False,CGPA 6.67 below cutoff 7.01,Excluded
356,1,356,True,Meets all eligibility criteria,Eligible
357,1,357,True,Meets all eligibility criteria,Eligible
358,1,358,False,Branch CIVIL not in allowed list,Excluded
359,1,359,False,CGPA 6.81 below cutoff 7.01,Excluded
360,1,360,False,Branch ECE not in allowed list,Excluded
361,1,361,False,Has a prior offer; drive excludes already-placed students,Excluded
362,1,362,True,Meets all eligibility criteria,Eligible
363,1,363,False,CGPA 5.89 below cutoff 7.01; Branch CIVIL not in allowed list,Excluded
364,1,364,True,Meets all eligibility criteria,Eligible
365,1,365,False,CGPA 6.93 below cutoff 7.01,Excluded
366,1,366,False,CGPA 6.08 below cutoff 7.01,Excluded
367,1,367,True,Meets all eligibility criteria,Eligible
368,1,368,True,Meets all eligibility criteria,Eligible
369,1,369,False,CGPA 6.51 below cutoff 7.01; 2 backlogs exceeds max 1,Excluded
370,1,370,False,CGPA 6.63 below cutoff 7.01,Excluded
371,1,371,False,CGPA 6.86 below cutoff 7.01,Excluded
372,1,372,False,Branch CIVIL not in allowed list,Excluded
373,1,373,True,Meets all eligibility criteria,Eligible
374,1,374,False,CGPA 5.63 below cutoff 7.01; Branch CIVIL not in allowed list,Excluded
375,1,375,False,CGPA 6.45 below cutoff 7.01; Has a prior offer; drive excludes already-placed students,Excluded
376,1,376,False,Branch CIVIL not in allowed list,Excluded
377,1,377,False,Branch ECE not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
378,1,378,False,CGPA 5.77 below cutoff 7.01,Excluded
379,1,379,False,Branch CIVIL not in allowed list,Excluded
380,1,380,False,3 backlogs exceeds max 1,Excluded
381,1,381,False,CGPA 5.98 below cutoff 7.01,Excluded
382,1,382,False,CGPA 6.13 below cutoff 7.01,Excluded
383,1,383,False,Branch ECE not in allowed list; 2 backlogs exceeds max 1,Excluded
384,1,384,False,CGPA 6.35 below cutoff 7.01,Excluded
385,1,385,False,CGPA 6.89 below cutoff 7.01,Excluded
386,1,386,False,CGPA 6.58 below cutoff 7.01,Excluded
387,1,387,False,Branch CIVIL not in allowed list,Excluded
388,1,388,False,CGPA 5.54 below cutoff 7.01,Excluded
389,1,389,True,Meets all eligibility criteria,Eligible
390,1,390,False,CGPA 6.38 below cutoff 7.01,Excluded
391,1,391,True,Meets all eligibility criteria,Eligible
392,1,392,False,CGPA 6.08 below cutoff 7.01; Branch ECE not in allowed list,Excluded
393,1,393,True,Meets all eligibility criteria,Flagged
394,1,394,False,CGPA 5.68 below cutoff 7.01; Branch CIVIL not in allowed list,Excluded
395,1,395,True,Meets all eligibility criteria,Eligible
396,1,396,True,Meets all eligibility criteria,Eligible
397,1,397,True,Meets all eligibility criteria,Eligible
398,1,398,True,Meets all eligibility criteria,Eligible
399,1,399,False,CGPA 5.99 below cutoff 7.01; Branch ECE not in allowed list,Excluded
400,1,400,False,Branch ECE not in allowed list,Excluded
401,1,401,False,Branch CIVIL not in allowed list,Excluded
402,1,402,False,CGPA 6.27 below cutoff 7.01,Excluded
403,1,403,False,Branch CIVIL not in allowed list,Excluded
404,1,404,True,Meets all eligibility criteria,Eligible
405,1,405,True,Meets all eligibility criteria,Eligible
406,1,406,True,Meets all eligibility criteria,Eligible
407,1,407,True,Meets all eligibility criteria,Eligible
408,1,408,False,Branch CIVIL not in allowed list,Excluded
409,1,409,True,Meets all eligibility criteria,Eligible
410,1,410,False,CGPA 6.84 below cutoff 7.01; Branch ECE not in allowed list; 2 backlogs exceeds max 1,Excluded
411,1,411,True,Meets all eligibility criteria,Eligible
412,1,412,False,Branch ECE not in allowed list,Excluded
413,1,413,False,2 backlogs exceeds max 1,Excluded
414,1,414,False,Branch ECE not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
415,1,415,False,Branch CIVIL not in allowed list,Excluded
416,1,416,True,Meets all eligibility criteria,Eligible
417,1,417,False,CGPA 5.99 below cutoff 7.01; Has a prior offer; drive excludes already-placed students,Excluded
418,1,418,False,Has a prior offer; drive excludes already-placed students,Excluded
419,1,419,False,CGPA 6.99 below cutoff 7.01; Branch CIVIL not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
420,1,420,False,2 backlogs exceeds max 1,Excluded
421,1,421,True,Meets all eligibility criteria,Eligible
422,1,422,False,2 backlogs exceeds max 1,Excluded
423,1,423,True,Meets all eligibility criteria,Eligible
424,1,424,False,2 backlogs exceeds max 1,Excluded
425,1,425,False,CGPA 6.34 below cutoff 7.01; Branch ECE not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
426,1,426,False,Branch ECE not in allowed list,Excluded
427,1,427,True,Meets all eligibility criteria,Eligible
428,1,428,False,CGPA 6.37 below cutoff 7.01,Excluded
429,1,429,False,CGPA 6.66 below cutoff 7.01; Branch CIVIL not in allowed list,Excluded
430,1,430,True,Meets all eligibility criteria,Eligible
431,1,431,False,Has a prior offer; drive excludes already-placed students,Excluded
432,1,432,True,Meets all eligibility criteria,Eligible
433,1,433,False,CGPA 6.62 below cutoff 7.01,Excluded
434,1,434,False,Branch CIVIL not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
